,year,quarter,testimony,minutes,beige,speech1,speech2,btr,btc,inf,uem,itr,label
33,2018,4,0.9964885115623474,-0.8747031092643738,0.9995857775211334,0.6849366774161657,0.32014643649260205,-58.15186720369301,3709.4,2.20502,3.8333333333333326,2.19,1.0
34,2019,1,0.998110055923462,-0.9389355480670929,-0.0002146065235137,0.6969360560178757,0.42443632483482363,10.067765355897151,4102.3,1.62017,3.866666666666666,2.4,1.0
35,2019,2,0.9989620447158812,0.9973781108856201,-0.97849902510643,0.17231683135032655,0.08667131662368775,96.97190829962192,10818.6,1.8358,3.6,2.42,0.0
36,2019,3,-0.3324607412020365,-0.0005985498428344727,-0.0101438760757446,-0.12728606164455414,0.14972300827503204,-26.690471776144346,8284.3,1.76934,3.633333333333333,2.4,0.0
37,2019,4,0.3196380734443664,-0.9914902051289878,-0.0101438760757446,0.32481499910354616,0.30329476197560634,-14.078125628646989,7196.4,2.01644,3.6,1.83,0.0
38,2020,1,0.999030828475952,0.08349508047103887,0.0026808679103851,0.09084176475351506,-0.047369100830771727,-11.533169048343872,6412.5,2.10244,3.8,1.55,0.0
39,2020,2,0.5976935505867005,-0.9991705417633056,-0.9942707121372224,0.5454932583702935,0.553235239452786,35.390776600442564,9135.4,0.44474,12.966666666666669,0.05,0.0
40,2020,3,-0.2781737446784973,0.9977866411209106,-0.9968406558036804,0.22917517274618154,-0.028742365539073916,16.517374244490846,10776.1,1.25385,8.833333333333332,0.09,0.0
41,2020,4,-0.1603277623653412,-0.948996365070343,-0.9959856271743774,0.44056637287139894,0.10410099923610687,98.8218759469408,28949.4,1.20009,6.766666666666667,0.09,0.0
42,2021,1,0.0020078420639038,0.9578330516815186,0.001776099205017,0.5360518130991194,-0.21678712632921007,70.79748389130901,58763.7,1.89726,6.2,0.09,0.0
43,2021,2,0.3332278728485107,0.865968257188797,0.9994891881942748,0.4977259735266368,0.4735299696524938,-51.74079796105104,35026.9,4.81323,5.9,0.07,0.0
44,2021,3,0.9996630251407624,0.018144160509109497,0.999849021434784,0.5900577127933502,0.4125829339027405,22.404930169210324,43823.3,5.29055,5.1,0.1,0.0
45,2021,4,0.9995342493057252,0.9921075105667114,-0.987153172492981,0.3105462282896042,-0.0714081943035126,5.323614754962769,46219.5,6.72125,4.2333333333333325,0.08,0.0
46,2022,1,0.9965218305587769,0.02495786547660822,0.0037327110767364,0.5816082119941711,0.5892026543617248,-1.51401613462685,45525.0,8.00039,3.8,0.08,1.0
